feature,importance
alignment_angle_mean_50,0.32734716
alignment_angle_mean_10,0.26274726
alignment_angle_mean_20,0.09501239
head_speed_std_50,0.041089356
alignment_angle,0.036157437
tail_speed_mean_50,0.020331765
tail_speed,0.016166516
tail_speed_std_50,0.014134328
head_mid_distance,0.0139773935
cross_sign,0.01395124
speed_ratio,0.01331001
head_tail_distance,0.012542148
head_speed_mean_20,0.012430906
head_speed_mean_50,0.011839696
head_speed,0.010605947
cumulative_tail_distance,0.01034371
cumulative_head_distance,0.007839611
head_speed_std_20,0.007830659
position_in_trial,0.007399917
tail_mid_distance,0.006682767
tail_speed_mean_10,0.0062188455
tail_speed_mean_20,0.0060732206
body_orientation_angle,0.006030694
alignment_angle_std_50,0.0059609064
tail_acceleration,0.004253012
alignment_angle_std_20,0.0041114725
head_motion_angle,0.0039294316
relative_velocity_magnitude,0.003925771
head_speed_mean_10,0.0036951674
tail_angular_velocity,0.0032992254
tail_speed_std_20,0.0032975846
tail_motion_angle,0.002262173
head_angular_velocity,0.0016033859
head_tail_curvature_ratio,0.0015567663
head_acceleration,0.0013669891
relative_acceleration,0.0006751926
