experiment,start_frame,duration,scenario,body_angle,head_tail_distance,speed,curvature,border_distance,is_corrected_level1
2024.10.10_14-12-45_Biarmipes84_1hexanol,8979,17,near_overlap,2.077577652206925,12.538123733435416,19.160097037163702,0.6751850062215007,423.7647058823529,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,529,1028,close_proximity,2.8727489088951623,16.60382639386339,15.429534705951617,0.3717190965501082,462.25389105058366,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,529,1028,body_shape_change,2.8727489088951623,16.60382639386339,15.429534705951617,0.3717190965501082,462.25389105058366,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1645,5,close_proximity,1.731384371485867,6.6414849516469,14.485281374238571,0.5482700535936129,459.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1645,5,body_shape_change,1.731384371485867,6.6414849516469,14.485281374238571,0.5482700535936129,459.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1645,5,near_overlap,1.731384371485867,6.6414849516469,14.485281374238571,0.5482700535936129,459.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1657,80,close_proximity,2.099483845790444,12.206530074507608,15.249196541409262,0.5842957812857428,460.5,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1657,80,body_shape_change,2.099483845790444,12.206530074507608,15.249196541409262,0.5842957812857428,460.5,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1657,80,near_overlap,2.099483845790444,12.206530074507608,15.249196541409262,0.5842957812857428,460.5,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1757,32,close_proximity,2.257050641218627,15.250663008142515,20.858258883093626,0.5696836707116429,460.53125,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1757,32,body_shape_change,2.257050641218627,15.250663008142515,20.858258883093626,0.5696836707116429,460.53125,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1757,32,near_overlap,2.257050641218627,15.250663008142515,20.858258883093626,0.5696836707116429,460.53125,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1791,25,close_proximity,2.4132847037809664,15.103673808036637,20.574760718796202,0.5738573250957698,460.84,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1791,25,body_shape_change,2.4132847037809664,15.103673808036637,20.574760718796202,0.5738573250957698,460.84,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,1791,25,near_overlap,2.4132847037809664,15.103673808036637,20.574760718796202,0.5738573250957698,460.84,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,2330,80,close_proximity,2.587801240224919,14.63176350729088,17.581261091432474,0.3916909575709558,435.525,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,2330,80,body_shape_change,2.587801240224919,14.63176350729088,17.581261091432474,0.3916909575709558,435.525,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,2330,80,near_overlap,2.587801240224919,14.63176350729088,17.581261091432474,0.3916909575709558,435.525,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,2583,233,close_proximity,2.8589951230727344,16.007103408256906,13.920200185827047,0.5756656509290964,452.19742489270385,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,2583,233,body_shape_change,2.8589951230727344,16.007103408256906,13.920200185827047,0.5756656509290964,452.19742489270385,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,3210,623,close_proximity,2.8246078530223557,16.779806319706033,17.890602641942642,0.5822285893884699,465.2134831460674,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,3210,623,body_shape_change,2.8246078530223557,16.779806319706033,17.890602641942642,0.5822285893884699,465.2134831460674,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,4346,578,close_proximity,2.905475521926279,16.542230502126262,17.564658648851562,0.5221447875700919,455.97404844290656,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,4346,578,body_shape_change,2.905475521926279,16.542230502126262,17.564658648851562,0.5221447875700919,455.97404844290656,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,5725,640,close_proximity,2.899231591987494,16.69110300365943,17.08510775170069,0.5302322700724976,453.6703125,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,5725,640,body_shape_change,2.899231591987494,16.69110300365943,17.08510775170069,0.5302322700724976,453.6703125,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,5725,640,near_overlap,2.899231591987494,16.69110300365943,17.08510775170069,0.5302322700724976,453.6703125,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6366,1,close_proximity,2.2318394956455836,10.63014581273465,45.0,0.712298853226508,486.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6366,1,near_overlap,2.2318394956455836,10.63014581273465,45.0,0.712298853226508,486.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6368,302,close_proximity,2.86900625994443,17.29509246558661,18.44592379857235,0.7809698244108043,475.30132450331126,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6368,302,body_shape_change,2.86900625994443,17.29509246558661,18.44592379857235,0.7809698244108043,475.30132450331126,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6368,302,near_overlap,2.86900625994443,17.29509246558661,18.44592379857235,0.7809698244108043,475.30132450331126,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6672,1,close_proximity,1.730709449953116,8.54400374531753,21.213203435596427,0.7752378159437469,472.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6672,1,near_overlap,1.730709449953116,8.54400374531753,21.213203435596427,0.7752378159437469,472.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6675,1,close_proximity,1.8370483759458218,11.0,15.0,0.7515848132071773,471.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6675,1,near_overlap,1.8370483759458218,11.0,15.0,0.7515848132071773,471.0,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6677,345,close_proximity,2.744334067336166,16.162530589793185,16.81844042697262,0.4755167240365525,455.30434782608694,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6677,345,body_shape_change,2.744334067336166,16.162530589793185,16.81844042697262,0.4755167240365525,455.30434782608694,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,6677,345,near_overlap,2.744334067336166,16.162530589793185,16.81844042697262,0.4755167240365525,455.30434782608694,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,7783,501,close_proximity,2.8912007336989665,16.86926219458209,16.747106303925026,0.5039915227737702,457.6746506986028,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,7783,501,body_shape_change,2.8912007336989665,16.86926219458209,16.747106303925026,0.5039915227737702,457.6746506986028,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,8486,15,close_proximity,2.580267264141827,17.26096867481071,20.398345637668168,0.5599303529717577,474.26666666666665,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,8486,15,body_shape_change,2.580267264141827,17.26096867481071,20.398345637668168,0.5599303529717577,474.26666666666665,True
2024.10.10_13-22-23_Biarmipes84_1hexanol,8486,15,near_overlap,2.580267264141827,17.26096867481071,20.398345637668168,0.5599303529717577,474.26666666666665,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,462,497,close_proximity,2.964493691372582,16.21867018745769,14.439894207776318,0.3813687046677879,325.1790744466801,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,462,497,body_shape_change,2.964493691372582,16.21867018745769,14.439894207776318,0.3813687046677879,325.1790744466801,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,462,497,near_overlap,2.964493691372582,16.21867018745769,14.439894207776318,0.3813687046677879,325.1790744466801,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,960,1419,close_proximity,2.8561538719687904,16.406494439695845,16.349584983659234,0.4482978783312881,406.6969696969697,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,960,1419,body_shape_change,2.8561538719687904,16.406494439695845,16.349584983659234,0.4482978783312881,406.6969696969697,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,960,1419,near_overlap,2.8561538719687904,16.406494439695845,16.349584983659234,0.4482978783312881,406.6969696969697,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,2385,116,close_proximity,2.748349984668427,14.405972625021542,16.56736256658788,0.6892769342918562,409.92241379310343,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,2385,116,body_shape_change,2.748349984668427,14.405972625021542,16.56736256658788,0.6892769342918562,409.92241379310343,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,2385,116,near_overlap,2.748349984668427,14.405972625021542,16.56736256658788,0.6892769342918562,409.92241379310343,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,2582,4,close_proximity,1.9634954084936207,3.1919572339080924,19.63525491562421,0.2214358302319152,410.75,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,2582,4,rapid_turn,1.9634954084936207,3.1919572339080924,19.63525491562421,0.2214358302319152,410.75,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,2582,4,body_shape_change,1.9634954084936207,3.1919572339080924,19.63525491562421,0.2214358302319152,410.75,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,2582,4,near_overlap,1.9634954084936207,3.1919572339080924,19.63525491562421,0.2214358302319152,410.75,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,3200,200,close_proximity,2.900753980636454,16.86942021893384,14.91132804217836,0.35962155348401764,471.275,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,3200,200,body_shape_change,2.900753980636454,16.86942021893384,14.91132804217836,0.35962155348401764,471.275,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,3200,200,near_overlap,2.900753980636454,16.86942021893384,14.91132804217836,0.35962155348401764,471.275,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,4044,177,close_proximity,2.5793438293063065,14.304342328154569,20.22247326054879,0.6038236145720316,449.638418079096,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,4044,177,body_shape_change,2.5793438293063065,14.304342328154569,20.22247326054879,0.6038236145720316,449.638418079096,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,4044,177,near_overlap,2.5793438293063065,14.304342328154569,20.22247326054879,0.6038236145720316,449.638418079096,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,4224,441,close_proximity,2.883149282799643,16.256797684018817,16.555710374395314,0.567733939409461,423.7278911564626,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,4224,441,body_shape_change,2.883149282799643,16.256797684018817,16.555710374395314,0.567733939409461,423.7278911564626,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,4224,441,near_overlap,2.883149282799643,16.256797684018817,16.555710374395314,0.567733939409461,423.7278911564626,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,6261,1511,close_proximity,2.8836691712674734,16.22837131070111,18.086166363796753,0.5031701412577219,419.7663798808736,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,6261,1511,body_shape_change,2.8836691712674734,16.22837131070111,18.086166363796753,0.5031701412577219,419.7663798808736,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,8454,1,close_proximity,2.214297435588181,6.082762530298219,0.0,0.5528383847556311,476.0,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,8454,1,near_overlap,2.214297435588181,6.082762530298219,0.0,0.5528383847556311,476.0,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,8456,139,close_proximity,2.818524668004287,16.973928549553506,17.203497089317352,0.523391868736481,469.41007194244605,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,8456,139,body_shape_change,2.818524668004287,16.973928549553506,17.203497089317352,0.523391868736481,469.41007194244605,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,8456,139,near_overlap,2.818524668004287,16.973928549553506,17.203497089317352,0.523391868736481,469.41007194244605,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,8765,235,close_proximity,2.8264708628080353,16.634593514883075,19.16330103681546,0.2902762337505598,475.0382978723404,True
2024.10.14_13-26-12_Biarmipes84_1hexanol,8765,235,body_shape_change,2.8264708628080353,16.634593514883075,19.16330103681546,0.2902762337505598,475.0382978723404,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,3,1182,close_proximity,2.859106243872909,15.599181422944472,15.38303073533603,0.5668405614396521,453.1099830795262,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,3,1182,body_shape_change,2.859106243872909,15.599181422944472,15.38303073533603,0.5668405614396521,453.1099830795262,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,3,1182,near_overlap,2.859106243872909,15.599181422944472,15.38303073533603,0.5668405614396521,453.1099830795262,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,2567,493,close_proximity,2.901853593716465,15.34874081877889,16.44446781544944,0.518059869317564,422.61460446247463,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,2567,493,body_shape_change,2.901853593716465,15.34874081877889,16.44446781544944,0.518059869317564,422.61460446247463,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,4558,581,close_proximity,2.9503458387732753,15.530119750957734,15.93741011774997,0.5057334364619939,393.7383820998279,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,4558,581,body_shape_change,2.9503458387732753,15.530119750957734,15.93741011774997,0.5057334364619939,393.7383820998279,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,5686,216,close_proximity,2.9223516077200564,15.121934237690779,14.396029769123503,0.39272151139373046,480.14351851851853,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,5686,216,body_shape_change,2.9223516077200564,15.121934237690779,14.396029769123503,0.39272151139373046,480.14351851851853,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6013,1,close_proximity,2.1112158270654806,12.083045973594572,21.213203435596427,0.4003228379201543,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6013,1,near_overlap,2.1112158270654806,12.083045973594572,21.213203435596427,0.4003228379201543,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6016,1,close_proximity,2.1036402144142854,12.36931687685298,33.54101966249684,0.4251336021723151,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6016,1,near_overlap,2.1036402144142854,12.36931687685298,33.54101966249684,0.4251336021723151,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6018,9,close_proximity,2.2843684316958948,11.494897574795651,22.750469233121475,0.4585504314066137,472.22222222222223,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6018,9,body_shape_change,2.2843684316958948,11.494897574795651,22.750469233121475,0.4585504314066137,472.22222222222223,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6018,9,near_overlap,2.2843684316958948,11.494897574795651,22.750469233121475,0.4585504314066137,472.22222222222223,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6046,5,close_proximity,2.338672624874913,11.970366577161599,30.059294513511254,0.42670438072171984,471.6,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6046,5,body_shape_change,2.338672624874913,11.970366577161599,30.059294513511254,0.42670438072171984,471.6,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6046,5,near_overlap,2.338672624874913,11.970366577161599,30.059294513511254,0.42670438072171984,471.6,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6052,1,close_proximity,2.896613990462929,7.0710678118654755,21.213203435596427,0.3588244421679348,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6052,1,near_overlap,2.896613990462929,7.0710678118654755,21.213203435596427,0.3588244421679348,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6054,1,close_proximity,2.356194490192345,6.708203932499369,21.213203435596427,0.33340115467275766,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6054,1,near_overlap,2.356194490192345,6.708203932499369,21.213203435596427,0.33340115467275766,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6056,1,close_proximity,2.6224465393432705,7.810249675906654,15.0,0.3161676970416194,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6056,1,near_overlap,2.6224465393432705,7.810249675906654,15.0,0.3161676970416194,473.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6058,1,close_proximity,2.459276098715045,8.602325267042627,21.213203435596427,0.29244900348556824,471.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6058,1,near_overlap,2.459276098715045,8.602325267042627,21.213203435596427,0.29244900348556824,471.0,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6060,11,close_proximity,2.609715308657813,9.532659393851354,27.4940149911387,0.30267733844756695,471.1818181818182,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6060,11,body_shape_change,2.609715308657813,9.532659393851354,27.4940149911387,0.30267733844756695,471.1818181818182,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6060,11,near_overlap,2.609715308657813,9.532659393851354,27.4940149911387,0.30267733844756695,471.1818181818182,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6072,662,close_proximity,2.8175568352215183,15.456522442061697,16.92902722690723,0.5717908576205293,426.84743202416917,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6072,662,body_shape_change,2.8175568352215183,15.456522442061697,16.92902722690723,0.5717908576205293,426.84743202416917,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,6072,662,near_overlap,2.8175568352215183,15.456522442061697,16.92902722690723,0.5717908576205293,426.84743202416917,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,7484,771,close_proximity,2.9071787944528675,15.7431290457541,17.13537671333214,0.5329002385327533,450.367055771725,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,7484,771,body_shape_change,2.9071787944528675,15.7431290457541,17.13537671333214,0.5329002385327533,450.367055771725,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,8963,37,close_proximity,2.45095193701206,14.883443661516134,16.96368926213952,0.8575642761668422,462.5945945945946,True
2024.10.14_13-13-53_Biarmipes84_1hexanol,8963,37,body_shape_change,2.45095193701206,14.883443661516134,16.96368926213952,0.8575642761668422,462.5945945945946,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,3,294,close_proximity,2.915896289779959,15.71319563148824,15.528368170883969,0.3955103450139124,432.94897959183675,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,3,294,rapid_turn,2.915896289779959,15.71319563148824,15.528368170883969,0.3955103450139124,432.94897959183675,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,3,294,body_shape_change,2.915896289779959,15.71319563148824,15.528368170883969,0.3955103450139124,432.94897959183675,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,3,294,near_overlap,2.915896289779959,15.71319563148824,15.528368170883969,0.3955103450139124,432.94897959183675,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,298,701,close_proximity,2.7909698234065354,15.373922330669666,17.38577804408673,0.47823098099650174,457.4379457917261,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,298,701,body_shape_change,2.7909698234065354,15.373922330669666,17.38577804408673,0.47823098099650174,457.4379457917261,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,298,701,near_overlap,2.7909698234065354,15.373922330669666,17.38577804408673,0.47823098099650174,457.4379457917261,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1000,3,close_proximity,2.7944094716021097,7.4338207053717165,44.20809626481889,0.6368145220669578,443.0,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1000,3,body_shape_change,2.7944094716021097,7.4338207053717165,44.20809626481889,0.6368145220669578,443.0,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1000,3,near_overlap,2.7944094716021097,7.4338207053717165,44.20809626481889,0.6368145220669578,443.0,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1004,1,close_proximity,2.896613990462929,7.0710678118654755,21.213203435596427,0.6606573038759205,443.0,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1004,1,near_overlap,2.896613990462929,7.0710678118654755,21.213203435596427,0.6606573038759205,443.0,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1006,27,close_proximity,2.574805168335934,12.901708142153552,21.67367623133261,0.627380452760628,440.22222222222223,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1006,27,body_shape_change,2.574805168335934,12.901708142153552,21.67367623133261,0.627380452760628,440.22222222222223,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1006,27,near_overlap,2.574805168335934,12.901708142153552,21.67367623133261,0.627380452760628,440.22222222222223,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1035,15,close_proximity,2.5523730320633526,11.632495283156162,22.02195914046273,0.6773321763866293,439.73333333333335,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1035,15,body_shape_change,2.5523730320633526,11.632495283156162,22.02195914046273,0.6773321763866293,439.73333333333335,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1035,15,near_overlap,2.5523730320633526,11.632495283156162,22.02195914046273,0.6773321763866293,439.73333333333335,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1052,25,close_proximity,2.6566529209981216,14.64895530200357,22.589852002219555,0.6520496984937049,438.92,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1052,25,body_shape_change,2.6566529209981216,14.64895530200357,22.589852002219555,0.6520496984937049,438.92,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1052,25,near_overlap,2.6566529209981216,14.64895530200357,22.589852002219555,0.6520496984937049,438.92,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1078,9,close_proximity,2.6179412103807547,7.081493663495059,17.464514441031792,0.6431578059092599,443.1111111111111,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1078,9,body_shape_change,2.6179412103807547,7.081493663495059,17.464514441031792,0.6431578059092599,443.1111111111111,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1078,9,near_overlap,2.6179412103807547,7.081493663495059,17.464514441031792,0.6431578059092599,443.1111111111111,True
2024.10.10_14-06-17_Biarmipes84_1hexanol,1088,22,close_proximity,2.610845018902627,12.402781089940218,25.195722990674653,0.5356665171070991,439.59090909090907,True
