train_size_fraction,train_size,val_size,test_size,train_f1,val_f1,test_f1,train_precision,val_precision,test_precision,train_recall,val_recall,test_recall,train_pct_clean_post,val_pct_clean_post,test_pct_clean_post
0.1,50400,108000,108000,0.9929344335194427,0.8065710142715409,0.8455978355968934,0.9876154904658935,0.8460214537303874,0.9467418168665983,0.9983109786388475,0.7706358465801371,0.7639790830597105,99.71626984126985,90.61296296296297,89.37870370370369
0.2,100800,108000,108000,0.9871927140773418,0.8724337486032587,0.9048678276044291,0.9818136786611471,0.8039836473734362,0.9145220588235294,0.9926310141298516,0.9536240338340382,0.8954152985528396,99.28571428571429,92.91759259259258,92.8324074074074
0.3,151200,108000,108000,0.9932309062569583,0.8701090763534474,0.9143893976730786,0.9883233997296879,0.8018751921303412,0.9218827252051814,0.9981873923064873,0.9510354382382966,0.9070169038063967,99.5978835978836,92.78888888888889,93.53425925925926
0.4,201600,108000,108000,0.9774663756073516,0.9031333621061718,0.9301524900191681,0.9619375963687393,0.8576909204184018,0.9338350656991568,0.9935047506575769,0.953660492926936,0.9264988447038793,98.73015873015873,94.80462962962963,94.70277777777778
0.5,252000,108000,108000,0.9911597740831155,0.9008536459940347,0.9248034553042803,0.9847869454769866,0.8501132319637658,0.9226318719891549,0.9976156205928963,0.9580355840746683,0.9269852851757266,99.5142857142857,94.64444444444445,94.2611111111111
0.6,302400,108000,108000,0.985614697156309,0.9135614614493456,0.9299289273949296,0.9756873956443921,0.8688373622759414,0.9227692897169405,0.9957460893443829,0.9631398570803559,0.9372005350845191,99.21593915343917,95.3712962962963,94.62314814814815
0.7,352800,108000,108000,0.9715357857249923,0.9105103865731187,0.9578300180831827,0.9537253150940715,0.8616716573362844,0.9495876658300466,0.9900241232921446,0.9652180253755287,0.966216709230208,98.4390589569161,95.18148148148148,96.7611111111111
0.8,403200,108000,108000,0.9838281590328332,0.904945943645186,0.9479079776109479,0.9730044237568177,0.8488836362474846,0.9423372752619941,0.9948954104108195,0.9689368528511011,0.9535449349385869,99.10689484126985,94.83055555555555,96.01018518518518
0.9,453600,108000,108000,0.9921917194545508,0.9161759909360891,0.9468510133417274,0.986003628072628,0.8656934306569343,0.9426512065183328,0.9984579734569201,0.9729108939769578,0.9510884105557582,99.58884479717813,95.4787037037037,95.93518518518519
1.0,504000,108000,108000,0.9635266353737918,0.902395290615062,0.9475035358157335,0.9411113362667902,0.8417381974248928,0.9264828932688732,0.9870357579299719,0.9724733848621846,0.969500182415177,98.04662698412699,94.65740740740742,95.91018518518518
