feature,importance
alignment_angle_mean_50,0.32877317
alignment_angle_mean_10,0.106977314
head_speed_mean_20,0.07961498
alignment_angle_mean_20,0.07522602
tail_speed_mean_20,0.05812427
tail_speed_std_50,0.045061022
head_speed_std_50,0.044143397
head_speed_mean_50,0.028625607
alignment_angle,0.02370229
head_speed_std_20,0.020114329
alignment_angle_std_50,0.019050634
speed_ratio,0.017898757
head_tail_distance,0.016199129
tail_speed_mean_50,0.014822151
head_speed_mean_10,0.011666748
tail_mid_distance,0.010753863
tail_speed_std_20,0.010153027
head_mid_distance,0.009849464
cumulative_tail_distance,0.008501954
tail_speed,0.008374792
cumulative_head_distance,0.007280905
position_in_trial,0.006945861
body_orientation_angle,0.0063919476
tail_speed_mean_10,0.005825544
alignment_angle_std_20,0.005393845
head_tail_curvature_ratio,0.0042066546
relative_velocity_magnitude,0.003886346
cross_sign,0.0037980778
tail_acceleration,0.0029248805
head_acceleration,0.0027579977
head_angular_velocity,0.0026869448
head_motion_angle,0.002654213
head_speed,0.0024610795
tail_angular_velocity,0.002095211
tail_motion_angle,0.0017966517
relative_acceleration,0.0012609883
