trial,total_frames,swapped_frames,error_rate,num_segments,is_perfect,mean_segment_length,median_segment_length,min_segment_length,max_segment_length
2024.10.11_10-59-12_Biarmipes_G224_1hexanol,9000,3988,44.31111111111111,19,False,209.89473684210526,22.0,1,1660
2024.10.14_14-19-06_Biarmipes84_1hexanol,9000,2525,28.055555555555557,1,False,2525.0,2525.0,2525,2525
2024.12.11_20-41-41_yakuba7_2hex,9000,1168,12.977777777777778,4,False,292.0,15.5,1,1136
2024.10.17_09-19-40_Sto_car_prenac,9000,4724,52.48888888888889,21,False,224.95238095238096,6.0,1,3790
2024.12.18_16-13-27_CantonS_metben,9000,5029,55.87777777777778,9,False,558.7777777777778,5.0,1,3307
2024.07.09_11-29-10_Riverside (E-2-Hex),9000,31,0.34444444444444444,2,False,15.5,15.5,2,29
2024.07.09_12-22-40_Riverside (E-2-Hex),9000,1078,11.977777777777778,4,False,269.5,214.5,2,647
2024.11.13_04-15-52_Biarmipes84_e2hex,9000,2777,30.855555555555558,4,False,694.25,443.5,106,1784
2024.11.01_08-55-26_sto_car_e2hex,9000,2987,33.18888888888889,312,False,9.573717948717949,2.0,1,656
2024.10.30_10-15-34_sussex_metben,9000,6226,69.17777777777778,54,False,115.29629629629629,3.0,1,3703
2024.07.03_12-43-45_CantonS (no odor),9000,394,4.377777777777777,1,False,394.0,394.0,394,394
2024.10.15_09-43-24_sto_car_2hexanol,9000,2675,29.72222222222222,28,False,95.53571428571429,5.0,1,1335
2024.11.13_00-06-31_Sussex_e2hex,9000,1475,16.38888888888889,4,False,368.75,7.0,1,1460
2024.07.03_17-23-20_riverside (no odor),9000,0,0.0,0,True,0.0,0.0,0,0
2024.11.01_06-57-56_Yakuba7_metben,9000,87,0.9666666666666667,4,False,21.75,17.5,4,48
2024.10.15_12-07-33_sussex_prenac,9000,1017,11.3,9,False,113.0,28.0,1,547
2025.04.08_10-42-51_Sussex_metbut,9000,1158,12.866666666666667,2,False,579.0,579.0,1,1157
2024.10.25_06-35-51_CantonS_metben,9000,518,5.7555555555555555,3,False,172.66666666666666,130.0,36,352
2024.07.10_13-28-27_Riverside (MetBen),9000,204,2.2666666666666666,1,False,204.0,204.0,204,204
2024.10.29_04-30-46_Biarmipes84_metben,9000,2727,30.3,115,False,23.713043478260868,4.0,1,665
2024.11.13_22-30-49_Sussex_e2hex,9000,3696,41.06666666666667,21,False,176.0,17.0,1,1196
2024.12.01_20-03-07_Riverside_prenac,9000,4246,47.17777777777778,9,False,471.77777777777777,61.0,1,1555
2024.10.24_10-10-18_Biarmipes_G224_metben,9000,3140,34.88888888888889,6,False,523.3333333333334,376.5,1,1694
2024.10.14_13-44-24_Biarmipes84_1hexanol,9000,2447,27.18888888888889,14,False,174.78571428571428,2.0,1,2174
2024.10.29_04-36-53_Biarmipes84_metben,9000,3396,37.733333333333334,12,False,283.0,24.5,2,3089
2025.04.08_10-48-50_Sussex_metbut,9000,3636,40.400000000000006,51,False,71.29411764705883,2.0,1,1616
2024.10.14_12-28-04_CantonS_prenac,9000,6283,69.81111111111112,2,False,3141.5,3141.5,4,6279
