trial,total_frames,swapped_frames,error_rate,num_segments,is_perfect,mean_segment_length,median_segment_length,min_segment_length,max_segment_length
2024.10.31_08-04-28_Biarmipes84_metben,9000,3896,43.28888888888889,11,False,354.1818181818182,139.0,2,1170
2024.11.14_02-01-34_Biarmipes_G224_e2hex,9000,3666,40.733333333333334,95,False,38.589473684210525,2.0,1,1450
2024.10.30_04-42-21_Riverside_metben,9000,3536,39.28888888888889,68,False,52.0,2.0,1,783
2024.09.30_10-47-09_Stocago_no_odor,9000,3912,43.46666666666666,67,False,58.38805970149254,6.0,1,748
2024.10.17_14-37-33_Riverside_prenac,9000,2857,31.74444444444444,42,False,68.02380952380952,3.5,1,1068
2024.10.25_06-22-34_CantonS_metben,9000,4441,49.34444444444445,24,False,185.04166666666666,5.0,1,1791
2024.12.18_16-13-27_CantonS_metben,9000,4894,54.37777777777778,11,False,444.90909090909093,117.0,1,1452
2024.11.01_08-49-17_sto_car_e2hex,9000,2434,27.044444444444444,16,False,152.125,1.5,1,1382
2024.10.03_15-55-02_Yakuba7_2hex,9000,2916,32.4,151,False,19.311258278145694,2.0,1,1906
2024.10.01_09-36-42_Yakuba_cameroon_no_odor,9000,4372,48.577777777777776,12,False,364.3333333333333,9.5,1,1917
2024.11.04_07-03-37_Biarmipes84_e2hex,9000,4152,46.13333333333333,81,False,51.25925925925926,3.0,1,1975
2024.10.15_12-46-05_sechellia_prenac,9000,2879,31.988888888888887,340,False,8.467647058823529,2.0,1,322
2024.11.25_19-34-49_Biarmipes84_no_odor,9000,3895,43.27777777777778,200,False,19.475,3.0,1,826
2024.11.04_09-43-40_Sechellia28_e2hex,9000,1672,18.577777777777776,149,False,11.221476510067115,2.0,1,640
2024.10.25_08-18-11_Sussex_metben,9000,2924,32.48888888888889,41,False,71.3170731707317,3.0,1,1478
2024.10.18_12-53-39_Sto_car_prenac,9000,1616,17.955555555555556,34,False,47.529411764705884,2.0,1,1511
2024.10.10_14-06-17_Biarmipes84_1hexanol,9000,3990,44.333333333333336,24,False,166.25,20.5,1,701
2024.11.01_04-43-54_CantonS_metben,9000,3050,33.88888888888889,7,False,435.7142857142857,20.0,1,2860
2024.10.15_13-07-17_Sechellia_prenac,9000,3808,42.31111111111111,41,False,92.8780487804878,5.0,1,1616
2024.07.08_12-21-10_Riverside (no odor),9000,2866,31.84444444444444,21,False,136.47619047619048,2.0,1,1798
2024.10.14_14-26-24_Biarmipes84_1hexanol,9000,5173,57.47777777777778,17,False,304.29411764705884,65.0,16,1065
2024.12.19_15-14-08_Sto_car_no_odor,9000,3642,40.46666666666667,41,False,88.82926829268293,5.0,1,1769
2024.10.07_14-22-45_Yakuba7_2hexanol,9000,4961,55.12222222222222,14,False,354.35714285714283,9.5,1,1264
