feature,importance
alignment_angle_mean_50,0.4449145
alignment_angle_mean_20,0.103038564
head_speed_mean_20,0.073791645
tail_speed_mean_20,0.050603665
head_speed_mean_50,0.038737062
head_speed_std_50,0.03683143
tail_speed_std_50,0.02823242
alignment_angle,0.026701514
speed_ratio,0.025432248
head_speed_std_20,0.013484318
cross_sign,0.0104809655
head_tail_distance,0.009931889
tail_speed_mean_50,0.0097746905
cumulative_tail_distance,0.0096439645
position_in_trial,0.009440016
cumulative_head_distance,0.007825087
tail_speed_mean_10,0.0077681015
body_orientation_angle,0.0075403517
alignment_angle_std_20,0.007214362
tail_speed_std_20,0.006901451
head_speed_mean_10,0.0064217825
alignment_angle_mean_5,0.0060784337
head_mid_distance,0.006068117
alignment_angle_std_50,0.0057381457
tail_mid_distance,0.0055139144
tail_speed,0.0050569726
relative_velocity_magnitude,0.0049865036
tail_speed_mean_5,0.004888462
head_tail_curvature_ratio,0.004132509
tail_motion_angle,0.0035919598
alignment_angle_mean_10,0.0032410652
head_speed,0.0029903534
head_speed_mean_5,0.0028642886
head_motion_angle,0.0028269158
tail_path_curvature,0.0027044541
head_angular_velocity,0.0018083352
tail_angular_velocity,0.0016125771
head_path_curvature,0.0011869938
collapsed_keypoints,0.0
