feature,importance
alignment_angle_mean_50,0.45678976
alignment_angle_mean_20,0.08675972
head_speed_std_50,0.054035872
head_speed_mean_20,0.049043357
tail_speed_mean_20,0.04304659
tail_speed_std_50,0.033984
alignment_angle,0.026259745
speed_ratio,0.024540277
alignment_angle_mean_10,0.023900628
head_speed_mean_50,0.021548547
head_speed_mean_10,0.01858102
head_tail_distance,0.013236396
head_speed_std_20,0.012674229
tail_speed_mean_50,0.011507522
tail_speed_mean_10,0.009998994
tail_speed_std_20,0.009881272
tail_speed,0.007892631
head_mid_distance,0.0074801906
tail_speed_mean_5,0.006351577
tail_mid_distance,0.006084672
cross_sign,0.005946344
cumulative_tail_distance,0.005447156
position_in_trial,0.005387928
cumulative_head_distance,0.004432862
alignment_angle_std_50,0.00433066
relative_velocity_magnitude,0.0040266486
alignment_angle_std_20,0.004012271
body_orientation_angle,0.00399606
alignment_angle_mean_5,0.003408096
head_speed_mean_5,0.0031761688
head_velocity_y,0.003162564
tail_speed_std_10,0.0028504797
head_motion_angle,0.0025988978
tail_angular_velocity,0.002247349
head_speed,0.002224697
head_speed_std_5,0.0022218637
head_speed_std_10,0.0021772082
head_angular_velocity,0.0019970827
tail_speed_std_5,0.0019790588
alignment_angle_std_5,0.0017260403
alignment_angle_std_10,0.0015834129
head_path_curvature,0.0015691619
tail_velocity_y,0.0015014907
tail_velocity_x,0.0014930537
head_velocity_x,0.0014876577
tail_motion_angle,0.0014187711
