threshold,precision,recall,f1,sensitivity,specificity,pct_swaps_resolved,pct_frames_clean_pre,pct_frames_clean_post,tp,fp,fn,tn,n_frames,n_swapped_gt,n_swapped_pred
0.01,0.7449147014054994,0.9949832334380694,0.8519782952747005,0.9949832334380694,0.8159909877793147,99.49832334380694,64.93240740740741,87.87592592592593,37683,12904,190,57223,108000,37873,50587
0.0198989898989899,0.8204412662422604,0.993636627676709,0.8987712112346401,0.993636627676709,0.8825559342336048,99.3636627676709,64.93240740740741,92.15092592592593,37632,8236,241,61891,108000,37873,45868
0.029797979797979796,0.8517100792751982,0.9928709106751512,0.9168891652341417,0.9928709106751512,0.9066408088182868,99.28709106751512,64.93240740740741,93.68796296296297,37603,6547,270,63580,108000,37873,44150
0.039696969696969696,0.871008111239861,0.992369234018958,0.927736568628661,0.992369234018958,0.9206297146605444,99.23692340189581,64.93240740740741,94.57870370370371,37584,5566,289,64561,108000,37873,43150
0.049595959595959596,0.8851146027184283,0.9921051936735933,0.9355609780389423,0.9921051936735933,0.9304547463886947,99.21051936735932,64.93240740740741,95.2074074074074,37574,4877,299,65250,108000,37873,42451
0.059494949494949496,0.8947380958052452,0.9917883452591556,0.940766899591755,0.9917883452591556,0.9369857544169863,99.17883452591556,64.93240740740741,95.62037037037037,37562,4419,311,65708,108000,37873,41981
0.06939393939393938,0.90242202892979,0.9916563250864732,0.9449371626976639,0.9916563250864732,0.9420907781596247,99.16563250864732,64.93240740740741,95.94722222222222,37557,4061,316,66066,108000,37873,41618
0.07929292929292929,0.9096017827729871,0.9915243049137908,0.9487979584875627,0.9915243049137908,0.9467822664594236,99.15243049137908,64.93240740740741,96.24722222222222,37552,3732,321,66395,108000,37873,41284
0.08919191919191918,0.9157334894727854,0.9910754363266707,0.9519160051735944,0.9910754363266707,0.9507465027735394,99.10754363266707,64.93240740740741,96.4888888888889,37535,3454,338,66673,108000,37873,40989
0.09909090909090908,0.9212161398855571,0.9904417394977952,0.9545755293159609,0.9904417394977952,0.9542544241162463,99.04417394977952,64.93240740740741,96.69444444444444,37511,3208,362,66919,108000,37873,40719
