feature,importance
alignment_angle_mean_50,0.5027925
alignment_angle_mean_20,0.11429249
alignment_angle_mean_10,0.061051007
head_speed_mean_50,0.029083332
head_speed_std_50,0.026093526
alignment_angle,0.02461578
tail_speed,0.019329578
head_speed,0.0179722
alignment_angle_mean_5,0.012951677
tail_speed_mean_50,0.01271771
tail_speed_mean_5,0.011611922
speed_ratio,0.011551551
tail_speed_std_50,0.011146141
cumulative_head_distance,0.01095391
head_tail_distance,0.009996953
cumulative_tail_distance,0.0099096475
position_in_trial,0.009150091
head_speed_mean_20,0.008606863
tail_mid_distance,0.008008263
tail_speed_mean_10,0.007705877
tail_speed_std_20,0.007364467
cross_sign,0.0070502753
alignment_angle_std_50,0.0070089176
head_mid_distance,0.0062184837
body_orientation_angle,0.0059717027
tail_speed_mean_20,0.005661293
relative_velocity_magnitude,0.004661402
head_velocity_y,0.0045298543
head_velocity_x,0.0038796016
head_speed_std_20,0.0033742827
alignment_angle_std_20,0.0033710052
head_speed_std_10,0.0025957571
alignment_angle_std_10,0.002444667
head_speed_mean_10,0.0023490977
tail_velocity_x,0.0021473146
tail_motion_angle,0.0021175179
head_motion_angle,0.0019458154
tail_speed_std_5,0.001780952
head_speed_mean_5,0.0016749206
head_angular_velocity,0.0010429778
head_speed_std_5,0.0010289652
tail_velocity_y,0.00085326965
tail_speed_std_10,0.0006475139
tail_angular_velocity,0.00041126276
alignment_angle_std_5,0.00032772135
head_path_curvature,0.0
