train_size_fraction,train_size,val_size,test_size,train_f1,val_f1,test_f1,train_precision,val_precision,test_precision,train_recall,val_recall,test_recall,train_pct_clean_post,val_pct_clean_post,test_pct_clean_post
0.1,50400,108000,108000,0.9954852803495267,0.9202052801439077,0.8651047251032389,0.9949263910837561,0.9411484599900435,0.8641781548250265,0.9960447978683542,0.9001738986419344,0.8660332844481285,99.56944444444444,93.01759259259259,88.23425925925926
0.2,100800,108000,108000,0.9931102960546313,0.952199851636698,0.891700648894573,0.9935330846578009,0.9612082603834877,0.8797575707430084,0.9926878671257849,0.9433587280556476,0.9039724542498246,99.32539682539682,95.76388888888889,90.43425925925926
0.3,151200,108000,108000,0.9936209244795285,0.9539721062005896,0.8969622764982795,0.9936899748432918,0.9599815525229021,0.8909064223261275,0.993551883711558,0.9480374296124544,0.9031010223384132,99.39285714285714,95.90833333333333,90.96111111111111
0.4,201600,108000,108000,0.994394968244966,0.9655293813098628,0.8912784001675217,0.9940242096123397,0.9658594186985975,0.8782938858050804,0.9947660035574819,0.965199569393839,0.9046525962294629,99.45585317460316,96.9175925925926,90.3851851851852
0.5,252000,108000,108000,0.9906891407603011,0.9740715802558657,0.9131055447720574,0.9892219054712313,0.9748087329725695,0.8834108342275744,0.9921607349847593,0.9733355415700563,0.9448659907755744,99.13809523809523,97.68240740740741,92.16574074074074
0.6,302400,108000,108000,0.9898484936945353,0.9751222094218015,0.9218615370241567,0.9890040177627405,0.9777301392386621,0.9009943181818182,0.9906944129956832,0.972528155018218,0.9437182511849349,99.08002645502646,97.78055555555557,93.03055555555557
0.7,352800,108000,108000,0.989356085872077,0.9740648947974241,0.9141684199722893,0.988172144864387,0.9758357746888571,0.8838963204064622,0.9905428672709778,0.972300430606161,0.9465876001615338,99.04563492063491,97.68425925925925,92.25648148148147
0.8,403200,108000,108000,0.9865898531025893,0.972806663144482,0.9447121893106623,0.9849933568776189,0.973583262487818,0.9631011791723711,0.9881915329930733,0.9720313017555482,0.9270122638100704,98.83035714285714,97.56944444444444,95.27314814814815
0.9,453600,108000,108000,0.9860235861482037,0.9725766362883181,0.9414186262042804,0.9846618473570522,0.9730603448275862,0.9548365941632966,0.987389096590592,0.9720934084133819,0.9283725477693469,98.78350970017637,97.54814814814814,94.96666666666667
1.0,504000,108000,108000,0.9840758086360921,0.971725236312491,0.9436903986416497,0.9825926600491759,0.9708617482951023,0.9482980641284285,0.9855634413905863,0.9725902616760517,0.9391272928223767,98.61428571428571,97.46851851851852,95.11759259259259
