feature,importance
alignment_angle_mean_50,0.42690206
alignment_angle_mean_20,0.102908425
alignment_angle_mean_10,0.046740692
alignment_angle,0.046079874
head_speed_std_50,0.045185003
head_speed,0.02445301
head_speed_mean_50,0.02440034
tail_speed,0.018932788
tail_speed_std_50,0.017427145
tail_speed_mean_50,0.017341457
tail_speed_mean_10,0.014102846
body_orientation_angle,0.013736694
head_tail_distance,0.011923367
cumulative_head_distance,0.011073106
position_in_trial,0.010908756
cumulative_tail_distance,0.010499784
head_speed_mean_20,0.010387127
speed_ratio,0.01024911
alignment_angle_mean_5,0.009964063
tail_mid_distance,0.009338583
head_mid_distance,0.009175147
alignment_angle_std_50,0.00866153
head_speed_mean_10,0.008104783
tail_speed_mean_20,0.0074723233
cross_sign,0.006955812
alignment_angle_std_20,0.0063622235
head_motion_angle,0.006211984
head_velocity_x,0.0061403397
tail_speed_std_20,0.006131983
head_path_curvature,0.0052232584
head_speed_mean_5,0.0048885746
relative_velocity_magnitude,0.0045195874
head_velocity_y,0.004511382
tail_motion_angle,0.004418798
tail_velocity_x,0.004366695
tail_velocity_y,0.0036178913
alignment_angle_std_10,0.003384289
head_angular_velocity,0.0032008989
head_speed_std_20,0.0029226942
tail_speed_mean_5,0.002321663
tail_speed_std_5,0.0021041962
head_speed_std_10,0.0019604294
tail_speed_std_10,0.0015270504
head_speed_std_5,0.0014834555
alignment_angle_std_5,0.0011963431
tail_angular_velocity,0.000582364
