trial,total_frames,swapped_frames,error_rate,num_segments,is_perfect,mean_segment_length,median_segment_length,min_segment_length,max_segment_length
2024.10.30_07-43-39_Stocago_metben,9000,391,4.344444444444444,5,False,78.2,38.0,5,242
2024.09.30_11-32-23_Sussex_no_odor,9000,4600,51.11111111111111,6,False,766.6666666666666,5.0,1,3486
2024.10.03_12-13-00_Riverside_metbut,9000,4132,45.91111111111111,46,False,89.82608695652173,2.0,1,1351
2024.10.15_07-53-05_Biarmipes_G224_1hexanol,9000,2628,29.2,51,False,51.529411764705884,7.0,1,1108
2024.11.13_02-21-38_Biarmipes_G224_e2hex,9000,114,1.2666666666666666,5,False,22.8,9.0,1,72
2024.12.18_16-13-27_CantonS_metben,9000,5029,55.87777777777778,9,False,558.7777777777778,5.0,1,3307
2024.10.28_06-14-53_Yakuba_cameroon_metben,9000,1188,13.200000000000001,4,False,297.0,6.0,1,1175
2024.10.24_12-03-53_Biarmipes84_prenac,9000,3672,40.8,146,False,25.15068493150685,3.0,1,2533
2024.10.31_08-23-37_Biarmipes84_metben,9000,625,6.944444444444445,7,False,89.28571428571429,40.0,1,299
2024.11.05_05-51-49_CantonS_e2hex,9000,2074,23.044444444444444,3,False,691.3333333333334,687.0,23,1364
2024.10.30_07-24-33_Stocago_metben,9000,902,10.022222222222222,10,False,90.2,67.0,1,376
2024.07.10_17-15-47_CantonS (E-2-Hex),9000,2772,30.8,1,False,2772.0,2772.0,2772,2772
2024.09.24_16-57-51_Yakuba7_no_odor,9000,8037,89.3,526,False,15.279467680608365,3.0,1,2881
2024.10.17_14-07-03_Biarmipes_G224_prenac,9000,1498,16.644444444444446,26,False,57.61538461538461,2.5,1,946
2024.10.24_11-51-34_Biarmipes84_prenac,9000,3848,42.75555555555556,52,False,74.0,4.5,1,2913
2024.09.24_15-59-49_Yakuba7_no_odor,9000,8098,89.97777777777777,253,False,32.00790513833992,2.0,1,4508
2024.12.01_19-22-44_Biarmipes84_prenac,9000,1681,18.677777777777777,5,False,336.2,42.0,12,1538
2024.11.14_20-48-04_Sto_car_e2hex,9000,3630,40.33333333333333,5,False,726.0,621.0,1,2225
2024.07.10_13-13-12_Riverside (MetBen),9000,792,8.799999999999999,3,False,264.0,2.0,1,789
2024.10.08_10-57-34_Biarmipes_G224_no_odor,9000,800,8.88888888888889,4,False,200.0,10.5,1,778
2024.10.17_09-26-35_Sto_car_prenac,9000,5041,56.01111111111111,33,False,152.75757575757575,9.0,1,3479
2024.11.13_02-30-14_Biarmipes_G224_e2hex,9000,4443,49.36666666666667,31,False,143.32258064516128,10.0,1,2242
