train_size_fraction,train_size,val_size,test_size,train_f1,val_f1,test_f1,train_precision,val_precision,test_precision,train_recall,val_recall,test_recall,train_pct_clean_post,val_pct_clean_post,test_pct_clean_post
0.1,50400,108000,108000,0.9990456328867838,0.9433982352706317,0.9371497655573526,0.99823408914318,0.9605669683993713,0.9463178038801636,0.9998584972406962,0.9268324573102168,0.9281576648004919,99.94642857142857,96.06203703703704,96.43796296296297
0.2,100800,108000,108000,0.9985041136873598,0.9485733856732619,0.9477442069925489,0.9975883971332495,0.9557242587529531,0.9593223710383239,0.9994215129138735,0.9415287257132398,0.9364421863370117,99.9126984126984,96.38518518518518,97.04537037037036
0.3,151200,108000,108000,0.9971453454615832,0.9610556722689075,0.9558797222357743,0.9956038647342995,0.9651362113979799,0.9607388035305655,0.9986916069005621,0.9570094924295913,0.9510695446749297,99.84391534391534,97.2537037037037,97.48796296296295
0.4,201600,108000,108000,0.9965057801580564,0.9559162289881399,0.9563972872314473,0.9947840260798696,0.9624151823579304,0.9613221735434513,0.9982335045307338,0.9495044585654141,0.9515226044464581,99.7876984126984,96.89907407407408,97.51759259259259
0.5,252000,108000,108000,0.9926772845074996,0.9529185777568702,0.9528472626203865,0.9904778433414324,0.9523585644883247,0.9515863538069264,0.994886515508966,0.9534792500196124,0.9541115174266205,99.49880952380953,96.66388888888889,97.29814814814814
0.6,302400,108000,108000,0.9905297493933193,0.9537917771193929,0.9504718118539714,0.9885253340989285,0.9479529897972362,0.9443237718009327,0.9925423098381997,0.9597029366386862,0.956700430406783,99.32506613756614,96.7074074074074,97.14722222222221
0.7,352800,108000,108000,0.9885088560838824,0.9501114393821594,0.9529847487506267,0.9856969472211452,0.941691710975829,0.9525379890074361,0.9913368539725865,0.958683088831359,0.9534319277693278,99.22930839002268,96.43518518518519,97.30833333333334
0.8,403200,108000,108000,0.9864007673742187,0.9529519699182054,0.9491028100665839,0.9825623954938086,0.9419127413916419,0.945672428195078,0.9902692460024696,0.9642530268559922,0.952558169638523,99.12797619047619,96.6287037037037,97.07685185185186
0.9,453600,108000,108000,0.9770071891893684,0.953838986450636,0.9481052377504224,0.9670610158592678,0.9441740110678418,0.9429010369991039,0.9871600803750837,0.9637038780366622,0.9533672049448237,98.47067901234567,96.69722222222222,97.01388888888889
1.0,504000,108000,108000,0.9817583338686833,0.9602599479072647,0.9549698234713525,0.9714256309668671,0.9471676035916873,0.9549543718853148,0.9923132103941721,0.973719306503491,0.9549852755574253,98.81686507936507,97.1462962962963,97.42314814814816
