train_size_fraction,train_size,val_size,test_size,train_f1,val_f1,test_f1,train_precision,val_precision,test_precision,train_recall,val_recall,test_recall,train_pct_clean_post,val_pct_clean_post,test_pct_clean_post
0.1,63000,135000,135000,0.9843229873728451,0.9112441036134324,0.9480832667940994,0.9844877613272822,0.9408278492372121,0.9604856764662625,0.9841582685656911,0.8834641245764646,0.9359970697837373,98.66190476190476,92.73851851851852,95.23185185185186
0.2,126000,135000,135000,0.9801800155343354,0.9176540072305545,0.9546541678036565,0.9830816042231835,0.9358606968806469,0.9623001747459712,0.977295504655697,0.900142202559646,0.9471287065643215,98.27857142857142,93.1837037037037,95.81481481481482
0.3,189000,135000,135000,0.9659333565079208,0.9067909928863057,0.95677464326061,0.9623252937538652,0.9211112519695022,0.9627682732154087,0.9695685766268723,0.8929091834764137,0.9508551772462337,97.09629629629629,92.25481481481481,96.0037037037037
0.4,252000,135000,135000,0.966629593564971,0.901650236132809,0.9586495450566571,0.9660544788716804,0.9227263538967602,0.9669350527321917,0.9672053934244551,0.8815154228331665,0.9505048253017804,97.13055555555556,91.88592592592593,96.18592592592593
0.5,315000,135000,135000,0.960479572100922,0.9085893055167378,0.9571641250553253,0.9607689403838894,0.9338905775075987,0.9674643327748044,0.9601903780716965,0.8846228120995067,0.9470809312991687,96.54253968253968,92.48962962962963,96.05703703703703
0.6,378000,135000,135000,0.9599359893718202,0.9102640353248626,0.9579106236330033,0.9638385467509868,0.9351404395563703,0.9711171840481763,0.9560649072581615,0.8866768490721721,0.9450584450743702,96.48968253968255,92.62370370370371,96.13703703703703
0.7,441000,135000,135000,0.9589842416731867,0.9116410293271996,0.9594873448331452,0.9627708366281829,0.9336707462961259,0.9714523553031045,0.9552273155218947,0.890626920173452,0.9478134853648438,96.45759637188208,92.71555555555555,96.27703703703703
0.8,504000,135000,135000,0.9605556132396543,0.9109567499078924,0.9588725588886652,0.9632114761684405,0.9330842016126063,0.9699092553070169,0.9579143560597345,0.8898544618247572,0.9480842118673759,96.60813492063492,92.66,96.21703703703703
0.9,567000,135000,135000,0.9588855372037055,0.9041554051000208,0.9586541019419432,0.9611273120802319,0.9319121976670518,0.9706809017744911,0.9566541956173169,0.8780042485209179,0.9469216804153263,96.48077601410935,92.14592592592594,96.20074074074074
1.0,630000,135000,135000,0.9540710629609256,0.8968108487683876,0.9558577016204135,0.9554304024857989,0.9331397555606165,0.9724020892030383,0.9527155859439007,0.8632046487947894,0.9398668662611077,96.09031746031746,91.61851851851853,95.96222222222222
