trial,total_frames,swapped_frames,error_rate,num_segments,is_perfect,mean_segment_length,median_segment_length,min_segment_length,max_segment_length
2025.04.08_10-28-16_Sussex_metbut,9000,4896,54.400000000000006,29,False,168.82758620689654,25.0,1,1285
2024.07.10_12-55-06_Riverside (MetBen),9000,5051,56.12222222222222,18,False,280.6111111111111,13.5,1,1373
2024.10.01_09-10-55_Yakuba_cameroon_no_odor,9000,5191,57.67777777777777,21,False,247.1904761904762,5.0,1,1431
2024.10.24_12-17-03_Riverside_metben,9000,4037,44.855555555555554,58,False,69.60344827586206,3.5,1,1696
2024.11.13_00-42-08_Sussex_e2hex,9000,5309,58.988888888888894,23,False,230.82608695652175,3.0,1,2694
2024.10.08_10-27-14_Biarmipes_G224_no_odor,9000,3986,44.28888888888889,23,False,173.30434782608697,18.0,1,1157
2024.12.19_13-58-15_Biarmipes_G224_no_odor,9000,3540,39.33333333333333,48,False,73.75,4.0,1,2332
2024.11.01_08-05-24_Yakuba7_e2hex,9000,4610,51.22222222222222,86,False,53.604651162790695,2.5,1,1549
2024.10.17_08-39-45_Sto_car_2hexanol,9000,5609,62.32222222222222,37,False,151.59459459459458,44.0,1,912
2024.10.02_13-28-06_Riverside_metbut,9000,5152,57.24444444444444,26,False,198.15384615384616,3.5,1,1757
2024.10.25_08-43-37_Sussex_metben,9000,4620,51.33333333333333,44,False,105.0,4.0,1,1958
2024.11.13_23-46-07_Sussex_e2hex,9000,3941,43.78888888888889,14,False,281.5,36.5,2,1353
2024.10.11_11-44-45_Sto_car_2hexanol,9000,3952,43.91111111111111,34,False,116.23529411764706,9.0,1,735
2024.10.25_06-03-07_Yakuba7_prenac,9000,3659,40.65555555555556,110,False,33.263636363636365,2.0,1,1633
2024.11.13_02-30-14_Biarmipes_G224_e2hex,9000,3102,34.46666666666667,40,False,77.55,3.5,1,1107
2024.10.25_05-39-42_Yakuba7_prenac,9000,3629,40.32222222222222,26,False,139.57692307692307,1.0,1,1817
2024.09.24_16-45-15_Yakuba7_no_odor,9000,2070,23.0,57,False,36.31578947368421,3.0,1,1599
