feature,importance
alignment_angle_mean_50,0.3888132
alignment_angle_mean_20,0.093692616
head_speed_mean_20,0.08635739
head_speed_std_50,0.055972993
tail_speed_std_50,0.046023063
tail_speed_mean_20,0.043387428
alignment_angle,0.033362925
head_speed_std_20,0.026563771
head_speed_mean_50,0.020426568
speed_ratio,0.019632187
head_tail_distance,0.01579781
tail_speed_mean_50,0.012984201
head_mid_distance,0.0112286545
alignment_angle_std_20,0.010623726
position_in_trial,0.010365694
tail_mid_distance,0.010063257
cumulative_head_distance,0.009720503
cumulative_tail_distance,0.009127155
cross_sign,0.008972923
body_orientation_angle,0.008670106
tail_speed_mean_5,0.008365286
tail_speed,0.0076266252
tail_speed_mean_10,0.0075985375
alignment_angle_std_50,0.0075472523
alignment_angle_mean_5,0.0057494007
head_speed_mean_10,0.0054068845
tail_speed_std_20,0.0053723813
relative_velocity_magnitude,0.005032719
head_motion_angle,0.0037573443
head_speed_mean_5,0.0037350545
head_speed,0.0031320555
head_tail_curvature_ratio,0.0028494587
alignment_angle_mean_10,0.0026462388
tail_motion_angle,0.0024171865
head_angular_velocity,0.0019684052
tail_path_curvature,0.0019380026
tail_angular_velocity,0.0015654498
head_path_curvature,0.0015056273
collapsed_keypoints,0.0
