feature,importance
alignment_angle_mean_50,0.34337625
alignment_angle_mean_10,0.110126756
head_speed_mean_20,0.09641249
alignment_angle_mean_20,0.07280845
tail_speed_std_50,0.05016723
alignment_angle,0.034023773
head_speed_std_50,0.033399254
head_speed_mean_50,0.032767903
tail_speed_mean_50,0.026801793
speed_ratio,0.020100549
tail_speed_mean_20,0.018676393
tail_speed,0.01356904
alignment_angle_std_50,0.010787912
cumulative_head_distance,0.009839273
head_tail_distance,0.009786777
body_orientation_angle,0.009665208
position_in_trial,0.009577219
cumulative_tail_distance,0.008925097
tail_speed_std_20,0.008262725
head_mid_distance,0.0080064265
tail_speed_mean_10,0.007876961
alignment_angle_std_20,0.0078046024
head_speed_mean_10,0.007765936
tail_mid_distance,0.007144218
cross_sign,0.00613926
head_speed_std_20,0.0050284807
relative_velocity_magnitude,0.0044848565
head_motion_angle,0.0042635575
tail_acceleration,0.0036896747
tail_motion_angle,0.0035418677
head_speed,0.0030415328
head_tail_curvature_ratio,0.0029650407
head_acceleration,0.0028200368
head_angular_velocity,0.002661305
tail_angular_velocity,0.0021041753
relative_acceleration,0.001587981
