feature,importance
alignment_angle_mean_50,0.3240813
alignment_angle_mean_10,0.103720576
head_speed_mean_20,0.08627479
alignment_angle_mean_20,0.07627548
head_speed_std_50,0.046657156
tail_speed_mean_20,0.045604214
head_speed_std_20,0.042922415
alignment_angle,0.036723685
tail_speed_std_50,0.031065347
speed_ratio,0.019013295
head_speed_mean_50,0.017011443
tail_speed_mean_50,0.016239773
head_tail_distance,0.013849133
tail_speed_std_20,0.011142391
alignment_angle_std_50,0.01059989
tail_speed,0.01049692
cumulative_head_distance,0.009984122
cross_sign,0.00940009
tail_mid_distance,0.009180371
position_in_trial,0.0087983925
head_mid_distance,0.008361907
cumulative_tail_distance,0.008069923
alignment_angle_std_20,0.0077675604
body_orientation_angle,0.0076759923
head_speed_mean_10,0.006475627
tail_speed_mean_10,0.005849724
relative_velocity_magnitude,0.003988507
head_tail_curvature_ratio,0.0038659254
head_motion_angle,0.003275107
head_speed,0.0026686217
tail_acceleration,0.0026524316
head_acceleration,0.002628086
head_angular_velocity,0.0022716024
tail_motion_angle,0.0019867315
tail_angular_velocity,0.001915278
relative_acceleration,0.0015062845
