threshold,precision,recall,f1,sensitivity,specificity,pct_swaps_resolved,pct_frames_clean_pre,pct_frames_clean_post,tp,fp,fn,tn,n_frames,n_swapped_gt,n_swapped_pred
0.01,0.6440315353256292,0.9997385005622238,0.7833980512894071,0.9997385005622238,0.6970856807006981,99.97385005622237,64.59166666666667,80.425,38231,21131,10,48628,108000,38241,59362
0.0198989898989899,0.7162775008432968,0.9995031510682252,0.8345141534665895,0.9995031510682252,0.7829670723490876,99.95031510682252,64.59166666666667,85.96388888888889,38222,15140,19,54619,108000,38241,53362
0.029797979797979796,0.7529414083285706,0.9990586020240056,0.8587129981344541,0.9990586020240056,0.8202955890996144,99.90586020240056,64.59166666666667,88.35925925925926,38205,12536,36,57223,108000,38241,50741
0.039696969696969696,0.7788202659704658,0.9985094532046757,0.8750873735232442,0.9985094532046757,0.8445505239467309,99.85094532046756,64.59166666666667,89.90648148148148,38184,10844,57,58915,108000,38241,49028
0.049595959595959596,0.7970763287041871,0.9980910541042337,0.8863293314446277,0.9980910541042337,0.8607061454435987,99.80910541042337,64.59166666666667,90.93518518518519,38168,9717,73,60042,108000,38241,47885
0.059494949494949496,0.8103997620969455,0.9976726550037918,0.8943377207890388,0.9976726550037918,0.8720451841339468,99.76726550037918,64.59166666666667,91.65277777777779,38152,8926,89,60833,108000,38241,47078
0.06939393939393938,0.822188679245283,0.9970712062969065,0.9012243547319656,0.9970712062969065,0.8817930302899984,99.70712062969065,64.59166666666667,92.26111111111112,38129,8246,112,61513,108000,38241,46375
0.07929292929292929,0.8328379736876612,0.9965482074213541,0.9073679448564864,0.9965482074213541,0.8903510658122966,99.65482074213541,64.59166666666667,92.79537037037036,38109,7649,132,62110,108000,38241,45758
0.08919191919191918,0.841836621959034,0.9962867079835779,0.9125727562336823,0.9962867079835779,0.897389584139681,99.62867079835779,64.59166666666667,93.24074074074075,38099,7158,142,62601,108000,38241,45257
0.09909090909090908,0.8500334746708325,0.9960513584895793,0.9172677029776884,0.9960513584895793,0.9036683438696083,99.60513584895793,64.59166666666667,93.63796296296296,38090,6720,151,63039,108000,38241,44810
