trial,total_frames,swapped_frames,error_rate,num_segments,is_perfect,mean_segment_length,median_segment_length,min_segment_length,max_segment_length
2024.10.07_14-01-28_Yakuba7_2hexanol,9000,8995,99.94444444444444,3,False,2998.3333333333335,3053.0,878,5064
2024.10.23_12-55-29_Yakuba_cameroon_prenac,9000,2914,32.37777777777778,3,False,971.3333333333334,524.0,1,2389
2024.07.10_16-32-09_CantonS (E-2-Hex),9000,0,0.0,0,True,0.0,0.0,0,0
2024.10.11_10-59-12_Biarmipes_G224_1hexanol,9000,3988,44.31111111111111,19,False,209.89473684210526,22.0,1,1660
2024.11.01_06-57-56_Yakuba7_metben,9000,87,0.9666666666666667,4,False,21.75,17.5,4,48
2024.10.23_11-08-40_Stocago_prenac,9000,3853,42.81111111111111,113,False,34.097345132743364,2.0,1,3296
2024.11.13_04-21-36_Biarmipes84_e2hex,9000,3841,42.67777777777778,96,False,40.010416666666664,2.0,1,1840
2024.10.15_14-11-00_Sechellia_prenac,9000,1559,17.322222222222223,22,False,70.86363636363636,2.0,1,892
2024.11.04_09-55-32_Sechellia28_e2hex,9000,2822,31.355555555555554,8,False,352.75,11.0,1,1796
2024.11.14_21-20-24_Sto_car_e2hex,9000,3080,34.22222222222222,20,False,154.0,2.5,1,2889
2024.07.10_12-04-21_Riverside (MetBut),9000,1,0.011111111111111112,1,False,1.0,1.0,1,1
2024.10.11_14-44-40_Yakuba_Cameroon_2hexanol,9000,700,7.777777777777778,14,False,50.0,7.0,1,310
2024.10.23_08-34-30_Biarmipes84_prenac,9000,1860,20.666666666666668,68,False,27.352941176470587,2.0,1,1251
2025.03.07_11-42-10_Sussex_metbut,9000,1726,19.177777777777777,9,False,191.77777777777777,22.0,1,958
2024.10.02_10-25-56_Biarmipes_G224_no_odor,9000,559,6.211111111111111,7,False,79.85714285714286,3.0,2,418
2024.11.21_18-13-24_CantonS_no_odor,9000,1542,17.133333333333333,11,False,140.1818181818182,5.0,1,972
2024.10.18_09-33-31_Sussex_prenac,9000,6468,71.86666666666667,2,False,3234.0,3234.0,6,6462
2024.07.09_12-09-58_Riverside (E-2-Hex),9000,630,7.000000000000001,1,False,630.0,630.0,630,630
2024.10.23_14-42-52_Biarmipes_g224_prenac,9000,841,9.344444444444445,2,False,420.5,420.5,211,630
2024.11.05_06-11-14_CantonS_e2hex,9000,3844,42.71111111111111,24,False,160.16666666666666,20.0,1,2434
2024.10.10_09-01-51_Sto_car_no_odor,9000,2892,32.13333333333333,13,False,222.46153846153845,4.0,1,1854
2024.10.31_02-13-01_Yakuba_cameroon_metben,9000,397,4.4111111111111105,9,False,44.111111111111114,10.0,2,155
2024.10.10_11-51-42_sussex_metbut,9000,3975,44.166666666666664,17,False,233.8235294117647,7.0,1,2173
2024.10.03_15-55-02_Yakuba7_2hex,9000,5580,62.0,37,False,150.8108108108108,3.0,1,4846
2024.09.30_16-37-52_Biarmipes84_no_odor,9000,4312,47.91111111111111,15,False,287.46666666666664,30.0,2,3532
2024.10.24_12-10-34_Biarmipes84_prenac,9000,4981,55.34444444444444,136,False,36.625,2.0,1,2713
2025.03.07_08-09-39_CantonS_metbut,9000,4082,45.355555555555554,14,False,291.57142857142856,8.0,1,1620
2024.10.11_11-11-37_Biarmipes_G224_1hexanol,9000,3206,35.62222222222222,19,False,168.73684210526315,12.0,1,2589
2024.10.23_11-02-52_Stocago_prenac,9000,4145,46.05555555555556,17,False,243.8235294117647,35.0,1,3028
2024.11.05_02-28-29_Yakuba7_e2hex,9000,1735,19.27777777777778,7,False,247.85714285714286,13.0,2,1414
2024.10.25_08-18-11_Sussex_metben,9000,3233,35.922222222222224,43,False,75.18604651162791,3.0,1,2711
2024.10.30_03-01-19_Sechellia28_metben,9000,5418,60.199999999999996,6,False,903.0,24.5,2,4996
2024.11.04_09-49-47_Sechellia28_e2hex,9000,2254,25.044444444444448,43,False,52.41860465116279,2.0,1,953
2024.10.25_06-22-34_CantonS_metben,9000,1410,15.666666666666668,13,False,108.46153846153847,2.0,1,702
2024.10.14_11-00-19_Sussex_metbut,9000,3168,35.199999999999996,4,False,792.0,9.0,1,3149
2024.10.28_07-44-19_stocago_metben,9000,7217,80.18888888888888,5,False,1443.4,1.0,1,5129
2024.10.02_10-46-18_Biarmipes_G224_no_odor,9000,447,4.966666666666667,2,False,223.5,223.5,42,405
2024.10.18_06-37-46_CantonS_prenac,9000,2923,32.477777777777774,3,False,974.3333333333334,328.0,122,2473
2024.12.18_17-28-44_Biarmipes_G224_prenac,9000,88,0.9777777777777777,5,False,17.6,6.0,1,71
2024.10.16_08-46-41_Stocago_2hexanol,9000,3104,34.488888888888894,20,False,155.2,26.0,1,810
2025.04.09_16-26-09_Sussex_metbut,9000,1382,15.355555555555556,1,False,1382.0,1382.0,1382,1382
2024.12.19_15-14-08_Sto_car_no_odor,9000,0,0.0,0,True,0.0,0.0,0,0
2024.11.14_20-55-03_Sto_car_e2hex,9000,517,5.7444444444444445,26,False,19.884615384615383,2.5,1,317
2024.11.14_20-48-04_Sto_car_e2hex,9000,3630,40.33333333333333,5,False,726.0,621.0,1,2225
2024.11.05_02-10-55_Yakuba7_e2hex,9000,5580,62.0,10,False,558.0,57.5,1,3821
2024.10.23_13-40-50_Biarmipes_g224_prenac,9000,2408,26.755555555555553,57,False,42.24561403508772,4.0,1,1710
