feature,importance
alignment_angle_mean_50,0.49185693
alignment_angle_mean_20,0.122892566
head_speed_std_50,0.04725924
alignment_angle,0.037197534
tail_speed_mean_50,0.022338742
tail_speed_std_50,0.021776544
tail_speed,0.017360086
head_mid_distance,0.017165784
head_speed_mean_50,0.016459439
head_tail_distance,0.014839442
speed_ratio,0.014508567
tail_speed_mean_20,0.013873791
cross_sign,0.012836056
cumulative_tail_distance,0.012611494
tail_mid_distance,0.012579804
tail_speed_mean_5,0.012379167
cumulative_head_distance,0.010666797
position_in_trial,0.010440288
head_speed_mean_20,0.009850868
head_speed,0.008279603
body_orientation_angle,0.007612365
head_speed_mean_5,0.006913074
tail_speed_std_20,0.005835802
alignment_angle_std_50,0.005394602
head_speed_std_20,0.0051837177
head_tail_curvature_ratio,0.0045869783
alignment_angle_std_20,0.0041181957
head_speed_mean_10,0.004097724
head_motion_angle,0.0040031252
tail_angular_velocity,0.003953578
alignment_angle_mean_5,0.0038308604
tail_speed_mean_10,0.0034308536
relative_velocity_magnitude,0.00342975
head_angular_velocity,0.0034146872
tail_motion_angle,0.0033693179
alignment_angle_mean_10,0.0018229083
head_path_curvature,0.0009542289
tail_path_curvature,0.00087559083
collapsed_keypoints,0.0
