feature,importance
alignment_angle_mean_10,0.35690007
alignment_angle_mean_50,0.3207485
alignment_angle_mean_20,0.097432464
alignment_angle,0.027074706
head_speed_std_50,0.025038922
head_speed_mean_50,0.017479366
tail_speed,0.013026406
head_speed,0.012528193
tail_speed_mean_50,0.011554948
speed_ratio,0.009228991
head_speed_mean_20,0.009224633
cumulative_head_distance,0.0077449945
cumulative_tail_distance,0.0074207275
head_tail_distance,0.0074022464
tail_speed_std_50,0.0066130143
position_in_trial,0.006418871
tail_mid_distance,0.0063052103
tail_speed_std_20,0.006067848
tail_speed_mean_10,0.0059304433
alignment_angle_std_50,0.0054041175
body_orientation_angle,0.0048591634
cross_sign,0.00447742
alignment_angle_std_20,0.0044674864
tail_speed_mean_20,0.0044134017
head_mid_distance,0.0033362734
tail_acceleration,0.003199944
relative_velocity_magnitude,0.002889525
head_speed_mean_10,0.0027851681
head_motion_angle,0.002777707
head_speed_std_20,0.0023700502
tail_motion_angle,0.0013615214
head_angular_velocity,0.0011563172
relative_acceleration,0.0010797502
head_acceleration,0.0006324919
tail_angular_velocity,0.00035469854
head_tail_curvature_ratio,0.0002944008
