feature,importance
alignment_angle_mean_50,0.4191224
alignment_angle_mean_10,0.15803918
alignment_angle_mean_20,0.07783376
head_speed_mean_20,0.076852575
tail_speed_mean_20,0.030751633
speed_ratio,0.028626852
head_speed_std_50,0.027605562
head_speed_mean_50,0.0220971
alignment_angle,0.018999169
tail_speed_mean_50,0.012506831
tail_speed_std_50,0.0113534825
tail_speed,0.009283924
alignment_angle_std_20,0.007908799
tail_speed_mean_10,0.007820837
head_speed_mean_10,0.007136935
tail_speed_std_20,0.0070334426
cross_sign,0.006801716
head_speed_std_20,0.0064667743
head_tail_distance,0.0064427215
cumulative_tail_distance,0.0060952124
alignment_angle_std_50,0.0058658626
tail_mid_distance,0.005844541
cumulative_head_distance,0.005474248
head_tail_curvature_ratio,0.0054024863
body_orientation_angle,0.005171285
head_mid_distance,0.0046570916
position_in_trial,0.004193202
relative_velocity_magnitude,0.0029930277
head_speed,0.0029470979
tail_acceleration,0.0019377852
head_motion_angle,0.0018245771
head_acceleration,0.0016317127
head_angular_velocity,0.0014834981
tail_motion_angle,0.00084263756
tail_angular_velocity,0.0005712991
relative_acceleration,0.00038074917
