feature,importance
alignment_angle_mean_50,0.56405723
alignment_angle_mean_20,0.14244612
head_speed_std_50,0.030823812
alignment_angle,0.028867474
tail_speed_std_50,0.018573059
tail_speed,0.018172968
tail_speed_mean_50,0.016526194
speed_ratio,0.015219374
tail_speed_mean_5,0.014886355
tail_mid_distance,0.014098478
head_tail_distance,0.012061158
head_speed_mean_50,0.011811553
head_mid_distance,0.0091621885
tail_speed_mean_20,0.009147948
cumulative_tail_distance,0.008140589
head_speed_mean_20,0.007831204
position_in_trial,0.0076524206
cumulative_head_distance,0.0073445765
body_orientation_angle,0.0072488715
alignment_angle_std_50,0.006300266
head_speed,0.006006252
alignment_angle_mean_5,0.005374697
tail_speed_std_20,0.0045897467
cross_sign,0.0038558105
relative_velocity_magnitude,0.0037627346
tail_speed_mean_10,0.0033582707
head_speed_mean_10,0.0033101444
head_motion_angle,0.002824706
head_speed_std_20,0.0026281998
alignment_angle_std_20,0.0025363564
head_tail_curvature_ratio,0.0022813082
alignment_angle_mean_10,0.0021476925
head_angular_velocity,0.001773587
head_path_curvature,0.0014541806
head_speed_mean_5,0.001394039
tail_motion_angle,0.0013637885
tail_path_curvature,0.00051673193
tail_angular_velocity,0.0004499982
collapsed_keypoints,0.0
